[[0, 0, 0, 92, 62, 78, 57, 57, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]]
[[0, 0, 0, 92, 68, 74, 50, 49, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1]]
[[0, 0, 0, 92, 63, 81, 58, 58, 0, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]]
[[0, 0, 0, 0, 67, 84, 47, 47, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]]
[[0, 0, 0, 92, 58, 81, 56, 56, 0, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1]]
[[0, 0, 0, 0, 64, 83, 57, 57, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]]
[[0, 0, 0, 90, 62, 81, 56, 56, 0, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]]
[[0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 61, 59], [0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]]
[[0, 0, 0, 87, 81, 0, 75, 75, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]]
[[0, 0, 0, 88, 64, 85, 63, 63, 0, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1]]
[[0, 0, 0, 88, 82, 0, 64, 64, 0, 0, 48, 0], [0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]]
[[0, 0, 0, 79, 0, 0, 89, 89, 0, 0, 58, 89], [0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1]]
[[0, 0, 0, 76, 61, 0, 91, 91, 0, 0, 83, 93], [0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]]
[[0, 0, 0, 76, 91, 0, 31, 31, 0, 0, 83, 93], [0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]]
[[0, 0, 0, 74, 0, 0, 90, 89, 0, 0, 87, 87], [0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]]
[[0, 0, 0, 74, 91, 0, 0, 0, 0, 0, 83, 88], [0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]]
[[0, 0, 90, 77, 79, 0, 49, 79, 0, 0, 72, 75], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]]
