[[90, 0, 0, 73, 89, 85, 0, 0, 0, 0, 80, 87], [0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1]]
[[0, 0, 90, 70, 87, 0, 0, 81, 0, 0, 72, 75], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]]
[[90, 0, 0, 64, 86, 85, 0, 0, 0, 0, 72, 76], [0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0]]
[[0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 81, 82], [0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]]
[[0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 81, 80], [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]]
[[0, 0, 0, 86, 30, 0, 61, 61, 0, 0, 105, 109], [0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]]
[[0, 0, 0, 68, 89, 0, 85, 82, 0, 0, 83, 88], [0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0]]
[[0, 0, 91, 74, 0, 0, 80, 78, 0, 0, 90, 91], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]]
[[0, 0, 91, 71, 0, 0, 82, 84, 0, 0, 90, 91], [0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0]]
[[0, 0, 89, 72, 0, 0, 83, 83, 0, 0, 0, 90], [0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]]
[[90, 0, 0, 65, 86, 85, 0, 0, 0, 0, 72, 76], [0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]]
[[90, 0, 0, 69, 29, 86, 0, 0, 0, 0, 72, 74], [0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 65, 0, 92, 0, 0, 0, 0, 64, 71], [0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 61, 0, 92, 0, 0, 0, 0, 64, 68], [0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 67, 73], [0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 72, 78], [0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 72, 75], [0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 78, 74], [0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 81, 82], [0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 64, 0, 0, 92, 91, 0, 0, 84, 82], [0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]]
[[0, 0, 0, 88, 30, 0, 122, 121, 0, 0, 106, 108], [0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]]
[[0, 0, 91, 65, 59, 0, 86, 87, 0, 0, 85, 88], [0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]]
[[0, 0, 91, 62, 0, 0, 80, 87, 0, 0, 90, 91], [0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]]
[[0, 0, 91, 67, 0, 0, 81, 83, 0, 0, 30, 31], [0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1]]
[[0, 0, 91, 71, 0, 0, 82, 82, 0, 0, 0, 0], [0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]]
[[0, 0, 83, 62, 0, 0, 0, 0, 0, 0, 72, 73], [0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]]
[[0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 71, 72], [0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]]
[[0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 91, 89], [0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]]
[[0, 0, 31, 61, 0, 0, 0, 0, 31, 0, 91, 86], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]]
[[0, 0, 87, 64, 0, 0, 84, 81, 0, 0, 0, 0], [0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]]
[[0, 0, 87, 58, 0, 0, 84, 81, 31, 31, 0, 30], [0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]]
[[0, 0, 87, 59, 0, 0, 0, 0, 91, 91, 0, 90], [0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]]
[[0, 0, 0, 75, 84, 82, 48, 87, 0, 0, 91, 92], [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]]
[[0, 0, 83, 65, 0, 0, 0, 0, 0, 0, 70, 71], [0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]]
[[0, 0, 83, 59, 0, 0, 0, 0, 0, 0, 71, 71], [0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]]
[[0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 73, 73], [0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]]
[[0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 91, 89], [0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]]
[[0, 0, 91, 60, 0, 0, 0, 0, 92, 0, 0, 86], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]]
[[0, 0, 92, 61, 0, 0, 0, 0, 92, 0, 0, 86], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]]
[[0, 0, 30, 76, 90, 82, 48, 87, 0, 0, 91, 92], [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]]
[[0, 0, 90, 73, 90, 82, 48, 87, 0, 0, 91, 92], [0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]]
[[0, 0, 102, 78, 120, 0, 0, 96, 0, 0, 101, 102], [0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1]]
[[0, 0, 92, 79, 90, 0, 55, 87, 0, 0, 61, 61], [0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]]
[[0, 0, 92, 82, 0, 0, 82, 56, 0, 0, 0, 0], [0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]]
[[0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 68, 70], [0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]]
[[0, 0, 28, 64, 0, 0, 0, 0, 0, 0, 64, 65], [0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]]
[[0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 74, 75], [0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]]
[[0, 0, 85, 41, 0, 0, 0, 0, 92, 0, 0, 86], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]]
[[0, 0, 85, 39, 0, 0, 0, 0, 92, 0, 85, 86], [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]]
[[0, 87, 90, 63, 0, 0, 91, 93, 90, 87, 0, 0], [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]]
[[0, 0, 90, 70, 0, 0, 82, 84, 0, 0, 0, 0], [0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]]
[[0, 0, 81, 45, 0, 0, 0, 0, 93, 0, 86, 87], [0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]]
[[0, 0, 87, 54, 0, 0, 0, 0, 91, 91, 0, 90], [0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]]
[[0, 87, 89, 62, 0, 0, 91, 93, 0, 87, 0, 0], [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]]
[[0, 89, 88, 70, 0, 0, 82, 84, 0, 29, 30, 61], [0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1]]
[[0, 0, 82, 39, 0, 0, 0, 0, 93, 0, 86, 87], [0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]]
[[0, 0, 89, 53, 0, 0, 61, 62, 91, 91, 0, 90], [0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]]
[[0, 0, 89, 58, 0, 0, 91, 93, 61, 88, 0, 30], [0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]]
[[0, 87, 88, 59, 0, 0, 91, 93, 0, 87, 0, 0], [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]]
[[0, 89, 88, 75, 0, 0, 82, 84, 60, 84, 90, 91], [0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0]]
[[0, 89, 89, 71, 0, 0, 0, 92, 90, 84, 90, 91], [0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]]
[[0, 87, 91, 72, 0, 0, 61, 89, 90, 79, 90, 91], [0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]]
[[0, 0, 81, 41, 0, 0, 0, 0, 93, 0, 86, 87], [0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]]
[[0, 87, 87, 76, 0, 0, 91, 90, 90, 87, 90, 91], [0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]]
