08:76:ff:87:fe:7e, a4:b1:e9:ed:46:74, a4:b1:e9:44:08:ad, 9c:97:26:9b:94:47, 64:70:02:b2:6c:2a, 00:26:5b:16:bf:09, 00:26:5b:16:bf:08, 00:26:5b:1c:b4:99, 00:1f:9f:ff:37:36, 0c:47:3d:09:df:c8, 0c:47:3d:09:df:c9, x, y
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 9
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10
0, 0, -88, -82, 0, -64, -64, 0, 0, -48, 0, 20, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 10
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11
0, 0, -79, 0, 0, -89, -89, 0, 0, -58, -89, 13, 11
0, 0, -76, -61, 0, -91, -91, 0, 0, -83, -93, 14, 11
0, 0, -76, -91, 0, -31, -31, 0, 0, -83, -93, 15, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11
0, 0, -74, 0, 0, -90, -89, 0, 0, -87, -87, 17, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 11
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12
0, 0, -74, -91, 0, 0, 0, 0, 0, -83, -88, 15, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12
0, -90, -77, -79, 0, -49, -79, 0, 0, -72, -75, 20, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13
, 0, 0, -73, -89, -85, 0, 0, 0, 0, -80, -87, 15, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 13
0, -90, -70, -87, 0, 0, -81, 0, 0, -72, -75, 20, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 13
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 14
, 0, 0, -64, -86, -85, 0, 0, 0, 0, -72, -76, 15, 14
0, 0, -66, 0, 0, 0, 0, 0, 0, -81, -82, 16, 14
0, 0, -63, 0, 0, 0, 0, 0, 0, -81, -80, 17, 14
0, 0, -86, -30, 0, -61, -61, 0, 0, -105, -109, 18, 14
0, 0, -68, -89, 0, -85, -82, 0, 0, -83, -88, 19, 14
0, -91, -74, 0, 0, -80, -78, 0, 0, -90, -91, 20, 14
0, -91, -71, 0, 0, -82, -84, 0, 0, -90, -91, 21, 14
0, -89, -72, 0, 0, -83, -83, 0, 0, 0, -90, 22, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 14
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15
, 0, 0, -65, -86, -85, 0, 0, 0, 0, -72, -76, 8, 15
, 0, 0, -69, -29, -86, 0, 0, 0, 0, -72, -74, 9, 15
0, 0, -65, 0, -92, 0, 0, 0, 0, -64, -71, 10, 15
0, 0, -61, 0, -92, 0, 0, 0, 0, -64, -68, 11, 15
0, 0, -64, 0, 0, 0, 0, 0, 0, -67, -73, 12, 15
0, 0, -63, 0, 0, 0, 0, 0, 0, -72, -78, 13, 15
0, 0, -60, 0, 0, 0, 0, 0, 0, -72, -75, 14, 15
0, 0, -62, 0, 0, 0, 0, 0, 0, -78, -74, 15, 15
0, 0, -59, 0, 0, 0, 0, 0, 0, -81, -82, 16, 15
0, 0, -64, 0, 0, -92, -91, 0, 0, -84, -82, 17, 15
0, 0, -88, -30, 0, -122, -121, 0, 0, -106, -108, 18, 15
0, -91, -65, -59, 0, -86, -87, 0, 0, -85, -88, 19, 15
0, -91, -62, 0, 0, -80, -87, 0, 0, -90, -91, 20, 15
0, -91, -67, 0, 0, -81, -83, 0, 0, -30, -31, 21, 15
0, -91, -71, 0, 0, -82, -82, 0, 0, 0, 0, 22, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16
0, -83, -62, 0, 0, 0, 0, 0, 0, -72, -73, 11, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16
0, 0, -58, 0, 0, 0, 0, 0, 0, -71, -72, 13, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16
0, 0, -59, 0, 0, 0, 0, 0, 0, -91, -89, 15, 16
0, -31, -61, 0, 0, 0, 0, -31, 0, -91, -86, 16, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16
0, -87, -64, 0, 0, -84, -81, 0, 0, 0, 0, 18, 16
0, -87, -58, 0, 0, -84, -81, -31, -31, 0, -30, 19, 16
0, -87, -59, 0, 0, 0, 0, -91, -91, 0, -90, 20, 16
0, 0, -75, -84, -82, -48, -87, 0, 0, -91, -92, 21, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17
0, -83, -65, 0, 0, 0, 0, 0, 0, -70, -71, 10, 17
0, -83, -59, 0, 0, 0, 0, 0, 0, -71, -71, 11, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 17
0, 0, -60, 0, 0, 0, 0, 0, 0, -73, -73, 13, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17
0, 0, -49, 0, 0, 0, 0, 0, 0, -91, -89, 15, 17
0, -91, -60, 0, 0, 0, 0, -92, 0, 0, -86, 16, 17
0, -92, -61, 0, 0, 0, 0, -92, 0, 0, -86, 17, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 17
0, -30, -76, -90, -82, -48, -87, 0, 0, -91, -92, 21, 17
0, -90, -73, -90, -82, -48, -87, 0, 0, -91, -92, 22, 17
0, -102, -78, -120, 0, 0, -96, 0, 0, -101, -102, 23, 17
0, -92, -79, -90, 0, -55, -87, 0, 0, -61, -61, 24, 17
0, -92, -82, 0, 0, -82, -56, 0, 0, 0, 0, 25, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 17
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18
0, 0, -64, 0, 0, 0, 0, 0, 0, -68, -70, 9, 18
0, -28, -64, 0, 0, 0, 0, 0, 0, -64, -65, 10, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18
0, 0, -57, 0, 0, 0, 0, 0, 0, -74, -75, 13, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18
0, -85, -41, 0, 0, 0, 0, -92, 0, 0, -86, 16, 18
0, -85, -39, 0, 0, 0, 0, -92, 0, -85, -86, 17, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 18
-87, -90, -63, 0, 0, -91, -93, -90, -87, 0, 0, 21, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18
0, -90, -70, 0, 0, -82, -84, 0, 0, 0, 0, 23, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 18
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 19
0, -81, -45, 0, 0, 0, 0, -93, 0, -86, -87, 16, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19
0, -87, -54, 0, 0, 0, 0, -91, -91, 0, -90, 19, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19
-87, -89, -62, 0, 0, -91, -93, 0, -87, 0, 0, 21, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 19
-89, -88, -70, 0, 0, -82, -84, 0, -29, -30, -61, 23, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 19
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20
